# surface_flux.csv —— 问题 1 表面量分项（fig14 的唯一数据源）
# 口径：j_w=rho_d,s*h_m*(U_s-C_env) [kg 水/(m²·s)]，正=脱湿；h_m=8e-7 m/s（附录2 延用）
# rho_d,s=(650+128*U_s)/(1+U_s) [kg/m³]（附录2 湿密度 ρ=650+128C 除以 1+C，同 latent_scenario.py 口径）
# D_s=D_附2(C_s)=7e-9*exp(-0.89/C_s) [m²/s]；C_env 为附件1 环境水分（线性插值到 1 s 网格）
# 生成：python plot_all.py fig14
t_s,Cs_kg_kg,Ts_K,rho_d_s_kg_m3,j_w_kg_m2_s,D_s_m2_s,C_env_kg_kg
711,1.827665,303.9030,312.6046,4.508174e-04,4.301440e-09,0.024998
712,1.827245,303.9080,312.6320,4.507503e-04,4.300959e-09,0.025005
713,1.826826,303.9131,312.6594,4.506832e-04,4.300479e-09,0.025012
714,1.826407,303.9181,312.6868,4.506162e-04,4.299998e-09,0.025019
715,1.825989,303.9231,312.7141,4.505492e-04,4.299518e-09,0.025026
716,1.825571,303.9282,312.7414,4.504823e-04,4.299039e-09,0.025033
717,1.825153,303.9332,312.7687,4.504155e-04,4.298559e-09,0.025039
718,1.824736,303.9382,312.7960,4.503487e-04,4.298080e-09,0.025046
719,1.824320,303.9433,312.8233,4.502819e-04,4.297601e-09,0.025053
720,1.823903,303.9483,312.8505,4.502152e-04,4.297123e-09,0.025060
721,1.823487,303.9534,312.8778,4.501484e-04,4.296644e-09,0.025068
722,1.823072,303.9585,312.9050,4.500816e-04,4.296166e-09,0.025075
723,1.822657,303.9636,312.9322,4.500149e-04,4.295689e-09,0.025083
724,1.822242,303.9688,312.9593,4.499482e-04,4.295211e-09,0.025091
725,1.821827,303.9740,312.9865,4.498816e-04,4.294734e-09,0.025098
726,1.821413,303.9791,313.0137,4.498150e-04,4.294257e-09,0.025106
727,1.821000,303.9844,313.0408,4.497485e-04,4.293781e-09,0.025114
728,1.820587,303.9896,313.0679,4.496820e-04,4.293305e-09,0.025121
729,1.820174,303.9948,313.0950,4.496156e-04,4.292829e-09,0.025129
730,1.819761,304.0001,313.1220,4.495493e-04,4.292353e-09,0.025137
731,1.819349,304.0053,313.1491,4.494830e-04,4.291878e-09,0.025144
732,1.818938,304.0106,313.1761,4.494167e-04,4.291402e-09,0.025152
733,1.818527,304.0158,313.2031,4.493505e-04,4.290928e-09,0.025160
734,1.818116,304.0211,313.2302,4.492844e-04,4.290453e-09,0.025167
735,1.817705,304.0264,313.2571,4.492183e-04,4.289979e-09,0.025175
736,1.817295,304.0317,313.2841,4.491523e-04,4.289505e-09,0.025183
737,1.816885,304.0370,313.3110,4.490863e-04,4.289031e-09,0.025190
738,1.816476,304.0423,313.3380,4.490204e-04,4.288558e-09,0.025198
739,1.816067,304.0476,313.3649,4.489545e-04,4.288085e-09,0.025206
740,1.815659,304.0530,313.3918,4.488887e-04,4.287612e-09,0.025213
741,1.815250,304.0583,313.4187,4.488229e-04,4.287139e-09,0.025221
742,1.814843,304.0636,313.4455,4.487572e-04,4.286667e-09,0.025229
743,1.814435,304.0690,313.4724,4.486915e-04,4.286195e-09,0.025236
744,1.814028,304.0743,313.4992,4.486259e-04,4.285723e-09,0.025244
745,1.813621,304.0797,313.5260,4.485604e-04,4.285252e-09,0.025252
746,1.813215,304.0850,313.5528,4.484949e-04,4.284781e-09,0.025259
747,1.812809,304.0904,313.5796,4.484294e-04,4.284310e-09,0.025267
748,1.812404,304.0958,313.6064,4.483640e-04,4.283839e-09,0.025275
749,1.811999,304.1012,313.6331,4.482987e-04,4.283369e-09,0.025282
750,1.811594,304.1065,313.6598,4.482334e-04,4.282899e-09,0.025290
751,1.811189,304.1119,313.6865,4.481681e-04,4.282429e-09,0.025298
752,1.810785,304.1173,313.7132,4.481029e-04,4.281959e-09,0.025305
753,1.810382,304.1227,313.7399,4.480378e-04,4.281490e-09,0.025313
754,1.809978,304.1281,313.7666,4.479727e-04,4.281021e-09,0.025321
755,1.809575,304.1335,313.7932,4.479077e-04,4.280552e-09,0.025328
756,1.809173,304.1390,313.8198,4.478427e-04,4.280084e-09,0.025336
757,1.808770,304.1444,313.8464,4.477777e-04,4.279616e-09,0.025344
758,1.808369,304.1498,313.8730,4.477128e-04,4.279148e-09,0.025351
759,1.807967,304.1552,313.8996,4.476480e-04,4.278680e-09,0.025359
760,1.807566,304.1607,313.9262,4.475832e-04,4.278213e-09,0.025367
761,1.807165,304.1661,313.9527,4.475185e-04,4.277746e-09,0.025374
762,1.806765,304.1715,313.9792,4.474538e-04,4.277279e-09,0.025382
763,1.806365,304.1770,314.0058,4.473892e-04,4.276812e-09,0.025390
764,1.805965,304.1824,314.0322,4.473246e-04,4.276346e-09,0.025397
765,1.805566,304.1879,314.0587,4.472600e-04,4.275880e-09,0.025405
766,1.805167,304.1934,314.0852,4.471955e-04,4.275414e-09,0.025413
767,1.804768,304.1988,314.1116,4.471311e-04,4.274948e-09,0.025420
768,1.804370,304.2043,314.1381,4.470667e-04,4.274483e-09,0.025428
769,1.803972,304.2098,314.1645,4.470024e-04,4.274018e-09,0.025436
770,1.803575,304.2153,314.1909,4.469381e-04,4.273553e-09,0.025443
771,1.803177,304.2207,314.2172,4.468739e-04,4.273089e-09,0.025451
772,1.802781,304.2262,314.2436,4.468097e-04,4.272625e-09,0.025459
773,1.802384,304.2317,314.2700,4.467455e-04,4.272161e-09,0.025466
774,1.801988,304.2372,314.2963,4.466814e-04,4.271697e-09,0.025474
775,1.801592,304.2427,314.3226,4.466174e-04,4.271234e-09,0.025482
776,1.801197,304.2482,314.3489,4.465534e-04,4.270771e-09,0.025489
777,1.800802,304.2537,314.3752,4.464895e-04,4.270308e-09,0.025497
778,1.800407,304.2592,314.4015,4.464256e-04,4.269845e-09,0.025505
779,1.800013,304.2648,314.4277,4.463617e-04,4.269383e-09,0.025512
780,1.799619,304.2703,314.4539,4.462979e-04,4.268921e-09,0.025520
781,1.799225,304.2757,314.4802,4.462336e-04,4.268459e-09,0.025530
782,1.798832,304.2811,314.5064,4.461693e-04,4.267997e-09,0.025540
783,1.798439,304.2865,314.5326,4.461051e-04,4.267536e-09,0.025550
784,1.798047,304.2918,314.5587,4.460409e-04,4.267075e-09,0.025560
785,1.797654,304.2972,314.5849,4.459768e-04,4.266614e-09,0.025570
786,1.797263,304.3025,314.6110,4.459127e-04,4.266154e-09,0.025580
787,1.796871,304.3077,314.6371,4.458487e-04,4.265693e-09,0.025590
788,1.796480,304.3130,314.6632,4.457847e-04,4.265233e-09,0.025600
789,1.796089,304.3183,314.6893,4.457207e-04,4.264774e-09,0.025610
790,1.795699,304.3235,314.7154,4.456568e-04,4.264314e-09,0.025620
791,1.795309,304.3287,314.7414,4.455930e-04,4.263855e-09,0.025630
792,1.794919,304.3340,314.7675,4.455292e-04,4.263396e-09,0.025640
793,1.794530,304.3392,314.7935,4.454655e-04,4.262937e-09,0.025650
794,1.794141,304.3444,314.8195,4.454018e-04,4.262479e-09,0.025660
795,1.793752,304.3495,314.8455,4.453381e-04,4.262021e-09,0.025670
796,1.793363,304.3547,314.8715,4.452745e-04,4.261563e-09,0.025680
797,1.792975,304.3599,314.8975,4.452110e-04,4.261105e-09,0.025690
798,1.792588,304.3651,314.9234,4.451474e-04,4.260648e-09,0.025700
799,1.792200,304.3702,314.9493,4.450840e-04,4.260191e-09,0.025710
800,1.791813,304.3754,314.9752,4.450206e-04,4.259734e-09,0.025720
801,1.791427,304.3805,315.0011,4.449572e-04,4.259277e-09,0.025730
802,1.791040,304.3856,315.0270,4.448939e-04,4.258821e-09,0.025740
803,1.790655,304.3908,315.0529,4.448306e-04,4.258365e-09,0.025750
804,1.790269,304.3959,315.0787,4.447674e-04,4.257909e-09,0.025760
805,1.789884,304.4010,315.1046,4.447042e-04,4.257453e-09,0.025770
806,1.789499,304.4061,315.1304,4.446411e-04,4.256998e-09,0.025780
807,1.789114,304.4112,315.1562,4.445780e-04,4.256542e-09,0.025790
808,1.788730,304.4163,315.1820,4.445150e-04,4.256088e-09,0.025800
809,1.788346,304.4214,315.2078,4.444520e-04,4.255633e-09,0.025810
810,1.787962,304.4265,315.2335,4.443890e-04,4.255179e-09,0.025820
811,1.787579,304.4316,315.2593,4.443261e-04,4.254724e-09,0.025830
812,1.787196,304.4367,315.2850,4.442633e-04,4.254270e-09,0.025840
813,1.786813,304.4418,315.3107,4.442005e-04,4.253817e-09,0.025850
814,1.786431,304.4468,315.3364,4.441377e-04,4.253363e-09,0.025860
815,1.786049,304.4519,315.3621,4.440750e-04,4.252910e-09,0.025870
816,1.785667,304.4570,315.3878,4.440123e-04,4.252457e-09,0.025880
817,1.785286,304.4620,315.4134,4.439497e-04,4.252005e-09,0.025890
818,1.784905,304.4671,315.4391,4.438871e-04,4.251552e-09,0.025900
819,1.784524,304.4721,315.4647,4.438246e-04,4.251100e-09,0.025910
820,1.784144,304.4772,315.4903,4.437621e-04,4.250648e-09,0.025920
821,1.783764,304.4822,315.5159,4.436996e-04,4.250196e-09,0.025930
822,1.783384,304.4872,315.5415,4.436372e-04,4.249745e-09,0.025940
823,1.783005,304.4923,315.5671,4.435749e-04,4.249294e-09,0.025950
824,1.782626,304.4973,315.5926,4.435126e-04,4.248843e-09,0.025960
825,1.782247,304.5023,315.6181,4.434503e-04,4.248392e-09,0.025970
826,1.781869,304.5074,315.6437,4.433881e-04,4.247941e-09,0.025980
827,1.781490,304.5124,315.6692,4.433259e-04,4.247491e-09,0.025990
828,1.781113,304.5174,315.6947,4.432638e-04,4.247041e-09,0.026000
829,1.780735,304.5224,315.7201,4.432017e-04,4.246591e-09,0.026010
830,1.780358,304.5274,315.7456,4.431396e-04,4.246142e-09,0.026020
831,1.779981,304.5324,315.7710,4.430776e-04,4.245692e-09,0.026030
832,1.779605,304.5374,315.7965,4.430157e-04,4.245243e-09,0.026040
833,1.779229,304.5424,315.8219,4.429538e-04,4.244794e-09,0.026050
834,1.778853,304.5474,315.8473,4.428919e-04,4.244346e-09,0.026060
835,1.778477,304.5524,315.8727,4.428301e-04,4.243897e-09,0.026070
836,1.778102,304.5574,315.8981,4.427683e-04,4.243449e-09,0.026080
837,1.777727,304.5624,315.9234,4.427066e-04,4.243001e-09,0.026090
838,1.777353,304.5674,315.9488,4.426449e-04,4.242554e-09,0.026100
839,1.776978,304.5724,315.9741,4.425832e-04,4.242106e-09,0.026110
840,1.776604,304.5774,315.9994,4.425216e-04,4.241659e-09,0.026120
841,1.776231,304.5824,316.0247,4.424606e-04,4.241212e-09,0.026128
842,1.775857,304.5874,316.0500,4.423995e-04,4.240765e-09,0.026136
843,1.775484,304.5924,316.0753,4.423386e-04,4.240319e-09,0.026144
844,1.775111,304.5974,316.1006,4.422776e-04,4.239872e-09,0.026152
845,1.774739,304.6025,316.1258,4.422167e-04,4.239426e-09,0.026160
846,1.774367,304.6075,316.1510,4.421559e-04,4.238980e-09,0.026168
847,1.773995,304.6125,316.1763,4.420951e-04,4.238535e-09,0.026176
848,1.773623,304.6176,316.2015,4.420343e-04,4.238089e-09,0.026184
849,1.773252,304.6226,316.2267,4.419736e-04,4.237644e-09,0.026192
850,1.772881,304.6276,316.2518,4.419129e-04,4.237199e-09,0.026200
851,1.772511,304.6327,316.2770,4.418523e-04,4.236754e-09,0.026208
852,1.772140,304.6377,316.3022,4.417917e-04,4.236310e-09,0.026216
853,1.771770,304.6427,316.3273,4.417311e-04,4.235865e-09,0.026224
854,1.771400,304.6478,316.3524,4.416706e-04,4.235421e-09,0.026232
855,1.771031,304.6528,316.3775,4.416101e-04,4.234977e-09,0.026240
856,1.770662,304.6579,316.4026,4.415497e-04,4.234534e-09,0.026248
857,1.770293,304.6629,316.4277,4.414893e-04,4.234090e-09,0.026256
858,1.769925,304.6680,316.4528,4.414290e-04,4.233647e-09,0.026264
859,1.769556,304.6730,316.4778,4.413687e-04,4.233204e-09,0.026272
860,1.769188,304.6781,316.5029,4.413084e-04,4.232761e-09,0.026280
861,1.768821,304.6831,316.5279,4.412482e-04,4.232319e-09,0.026288
862,1.768453,304.6882,316.5529,4.411880e-04,4.231877e-09,0.026296
863,1.768086,304.6932,316.5779,4.411279e-04,4.231435e-09,0.026304
864,1.767720,304.6983,316.6029,4.410678e-04,4.230993e-09,0.026312
865,1.767353,304.7033,316.6279,4.410077e-04,4.230551e-09,0.026320
866,1.766987,304.7084,316.6529,4.409477e-04,4.230110e-09,0.026328
867,1.766621,304.7134,316.6778,4.408877e-04,4.229668e-09,0.026336
868,1.766256,304.7185,316.7027,4.408278e-04,4.229227e-09,0.026344
869,1.765890,304.7235,316.7277,4.407679e-04,4.228787e-09,0.026352
870,1.765525,304.7286,316.7526,4.407081e-04,4.228346e-09,0.026360
871,1.765161,304.7336,316.7775,4.406483e-04,4.227906e-09,0.026368
872,1.764796,304.7387,316.8023,4.405885e-04,4.227466e-09,0.026376
873,1.764432,304.7437,316.8272,4.405288e-04,4.227026e-09,0.026384
874,1.764068,304.7488,316.8521,4.404691e-04,4.226586e-09,0.026392
875,1.763705,304.7538,316.8769,4.404094e-04,4.226146e-09,0.026400
876,1.763342,304.7589,316.9017,4.403498e-04,4.225707e-09,0.026408
877,1.762979,304.7640,316.9265,4.402903e-04,4.225268e-09,0.026416
878,1.762616,304.7690,316.9513,4.402307e-04,4.224829e-09,0.026424
879,1.762254,304.7741,316.9761,4.401712e-04,4.224391e-09,0.026432
880,1.761892,304.7791,317.0009,4.401118e-04,4.223952e-09,0.026440
881,1.761530,304.7842,317.0257,4.400524e-04,4.223514e-09,0.026448
882,1.761168,304.7892,317.0504,4.399930e-04,4.223076e-09,0.026456
883,1.760807,304.7943,317.0751,4.399337e-04,4.222638e-09,0.026464
884,1.760446,304.7994,317.0999,4.398744e-04,4.222201e-09,0.026472
885,1.760086,304.8044,317.1246,4.398152e-04,4.221764e-09,0.026480
886,1.759725,304.8095,317.1493,4.397560e-04,4.221327e-09,0.026488
887,1.759365,304.8146,317.1739,4.396968e-04,4.220890e-09,0.026496
888,1.759006,304.8196,317.1986,4.396377e-04,4.220453e-09,0.026504
889,1.758646,304.8247,317.2233,4.395786e-04,4.220016e-09,0.026512
890,1.758287,304.8297,317.2479,4.395195e-04,4.219580e-09,0.026520
891,1.757928,304.8348,317.2725,4.394605e-04,4.219144e-09,0.026528
892,1.757569,304.8399,317.2971,4.394016e-04,4.218708e-09,0.026536
893,1.757211,304.8449,317.3217,4.393426e-04,4.218273e-09,0.026544
894,1.756853,304.8500,317.3463,4.392837e-04,4.217837e-09,0.026552
895,1.756495,304.8551,317.3709,4.392249e-04,4.217402e-09,0.026560
896,1.756138,304.8601,317.3955,4.391661e-04,4.216967e-09,0.026568
897,1.755780,304.8652,317.4200,4.391073e-04,4.216532e-09,0.026576
898,1.755424,304.8703,317.4446,4.390486e-04,4.216098e-09,0.026584
899,1.755067,304.8753,317.4691,4.389899e-04,4.215663e-09,0.026592
900,1.754711,304.8804,317.4936,4.389312e-04,4.215229e-09,0.026600
901,1.754354,304.8855,317.5181,4.388735e-04,4.214795e-09,0.026604
902,1.753999,304.8907,317.5426,4.388158e-04,4.214361e-09,0.026609
903,1.753643,304.8959,317.5671,4.387581e-04,4.213928e-09,0.026613
904,1.753288,304.9012,317.5915,4.387005e-04,4.213494e-09,0.026618
905,1.752932,304.9065,317.6160,4.386429e-04,4.213061e-09,0.026623
906,1.752578,304.9118,317.6404,4.385854e-04,4.212628e-09,0.026627
907,1.752223,304.9171,317.6649,4.385278e-04,4.212195e-09,0.026631
908,1.751869,304.9224,317.6893,4.384704e-04,4.211763e-09,0.026636
909,1.751515,304.9278,317.7137,4.384129e-04,4.211330e-09,0.026640
910,1.751161,304.9331,317.7381,4.383555e-04,4.210898e-09,0.026645
911,1.750807,304.9385,317.7625,4.382981e-04,4.210466e-09,0.026649
912,1.750454,304.9439,317.7868,4.382408e-04,4.210034e-09,0.026654
913,1.750101,304.9493,317.8112,4.381835e-04,4.209602e-09,0.026658
914,1.749749,304.9547,317.8355,4.381263e-04,4.209171e-09,0.026663
915,1.749396,304.9602,317.8599,4.380691e-04,4.208739e-09,0.026668
916,1.749044,304.9656,317.8842,4.380119e-04,4.208308e-09,0.026672
917,1.748692,304.9710,317.9085,4.379547e-04,4.207877e-09,0.026676
918,1.748341,304.9765,317.9328,4.378976e-04,4.207447e-09,0.026681
919,1.747989,304.9820,317.9571,4.378405e-04,4.207016e-09,0.026686
920,1.747638,304.9875,317.9814,4.377835e-04,4.206586e-09,0.026690
921,1.747287,304.9930,318.0056,4.377265e-04,4.206156e-09,0.026694
922,1.746937,304.9985,318.0299,4.376696e-04,4.205726e-09,0.026699
923,1.746586,305.0040,318.0541,4.376126e-04,4.205296e-09,0.026703
924,1.746236,305.0095,318.0783,4.375557e-04,4.204867e-09,0.026708
925,1.745887,305.0151,318.1025,4.374989e-04,4.204437e-09,0.026713
926,1.745537,305.0206,318.1267,4.374421e-04,4.204008e-09,0.026717
927,1.745188,305.0262,318.1509,4.373853e-04,4.203579e-09,0.026721
928,1.744839,305.0317,318.1751,4.373286e-04,4.203151e-09,0.026726
929,1.744490,305.0373,318.1993,4.372719e-04,4.202722e-09,0.026731
930,1.744142,305.0429,318.2234,4.372152e-04,4.202294e-09,0.026735
931,1.743793,305.0485,318.2476,4.371586e-04,4.201865e-09,0.026739
932,1.743445,305.0541,318.2717,4.371020e-04,4.201437e-09,0.026744
933,1.743098,305.0597,318.2958,4.370454e-04,4.201010e-09,0.026749
934,1.742750,305.0653,318.3199,4.369889e-04,4.200582e-09,0.026753
935,1.742403,305.0709,318.3440,4.369324e-04,4.200155e-09,0.026758
936,1.742056,305.0765,318.3681,4.368760e-04,4.199727e-09,0.026762
937,1.741710,305.0821,318.3922,4.368195e-04,4.199300e-09,0.026767
938,1.741363,305.0878,318.4162,4.367632e-04,4.198874e-09,0.026771
939,1.741017,305.0934,318.4403,4.367068e-04,4.198447e-09,0.026776
940,1.740671,305.0991,318.4643,4.366505e-04,4.198021e-09,0.026780
941,1.740326,305.1048,318.4883,4.365942e-04,4.197594e-09,0.026784
942,1.739980,305.1104,318.5123,4.365380e-04,4.197168e-09,0.026789
943,1.739635,305.1161,318.5363,4.364818e-04,4.196742e-09,0.026794
944,1.739290,305.1218,318.5603,4.364257e-04,4.196317e-09,0.026798
945,1.738946,305.1275,318.5843,4.363695e-04,4.195891e-09,0.026802
946,1.738601,305.1332,318.6082,4.363134e-04,4.195466e-09,0.026807
947,1.738257,305.1389,318.6322,4.362574e-04,4.195041e-09,0.026812
948,1.737913,305.1446,318.6561,4.362014e-04,4.194616e-09,0.026816
949,1.737570,305.1503,318.6801,4.361454e-04,4.194191e-09,0.026821
950,1.737227,305.1560,318.7040,4.360894e-04,4.193767e-09,0.026825
951,1.736883,305.1617,318.7279,4.360335e-04,4.193342e-09,0.026830
952,1.736541,305.1675,318.7518,4.359776e-04,4.192918e-09,0.026834
953,1.736198,305.1732,318.7757,4.359218e-04,4.192494e-09,0.026839
954,1.735856,305.1790,318.7995,4.358660e-04,4.192070e-09,0.026843
955,1.735514,305.1847,318.8234,4.358102e-04,4.191647e-09,0.026847
956,1.735172,305.1905,318.8472,4.357545e-04,4.191223e-09,0.026852
957,1.734830,305.1962,318.8711,4.356988e-04,4.190800e-09,0.026857
958,1.734489,305.2020,318.8949,4.356431e-04,4.190377e-09,0.026861
959,1.734148,305.2078,318.9187,4.355875e-04,4.189954e-09,0.026866
960,1.733807,305.2136,318.9425,4.355319e-04,4.189532e-09,0.026870
961,1.733467,305.2193,318.9663,4.354755e-04,4.189109e-09,0.026878
962,1.733126,305.2249,318.9901,4.354192e-04,4.188687e-09,0.026885
963,1.732786,305.2304,319.0138,4.353630e-04,4.188265e-09,0.026892
964,1.732447,305.2359,319.0376,4.353068e-04,4.187843e-09,0.026900
965,1.732107,305.2414,319.0613,4.352506e-04,4.187421e-09,0.026908
966,1.731768,305.2468,319.0850,4.351945e-04,4.187000e-09,0.026915
967,1.731429,305.2523,319.1088,4.351384e-04,4.186579e-09,0.026923
968,1.731090,305.2577,319.1325,4.350823e-04,4.186158e-09,0.026930
969,1.730752,305.2630,319.1561,4.350263e-04,4.185737e-09,0.026938
970,1.730414,305.2684,319.1798,4.349703e-04,4.185316e-09,0.026945
971,1.730076,305.2737,319.2035,4.349143e-04,4.184896e-09,0.026953
972,1.729738,305.2791,319.2271,4.348584e-04,4.184475e-09,0.026960
973,1.729401,305.2844,319.2508,4.348025e-04,4.184055e-09,0.026968
974,1.729063,305.2897,319.2744,4.347466e-04,4.183636e-09,0.026975
975,1.728726,305.2949,319.2980,4.346908e-04,4.183216e-09,0.026982
976,1.728390,305.3002,319.3216,4.346350e-04,4.182796e-09,0.026990
977,1.728053,305.3054,319.3452,4.345792e-04,4.182377e-09,0.026998
978,1.727717,305.3107,319.3688,4.345235e-04,4.181958e-09,0.027005
979,1.727381,305.3159,319.3924,4.344678e-04,4.181539e-09,0.027013
980,1.727045,305.3211,319.4160,4.344122e-04,4.181120e-09,0.027020
981,1.726710,305.3263,319.4395,4.343566e-04,4.180701e-09,0.027028
982,1.726375,305.3315,319.4630,4.343010e-04,4.180283e-09,0.027035
983,1.726040,305.3367,319.4866,4.342454e-04,4.179865e-09,0.027043
984,1.725705,305.3419,319.5101,4.341899e-04,4.179447e-09,0.027050
985,1.725371,305.3471,319.5336,4.341345e-04,4.179029e-09,0.027058
986,1.725036,305.3522,319.5571,4.340790e-04,4.178611e-09,0.027065
987,1.724702,305.3574,319.5806,4.340236e-04,4.178194e-09,0.027072
988,1.724369,305.3625,319.6040,4.339682e-04,4.177777e-09,0.027080
989,1.724035,305.3676,319.6275,4.339129e-04,4.177360e-09,0.027088
990,1.723702,305.3727,319.6509,4.338576e-04,4.176943e-09,0.027095
991,1.723369,305.3779,319.6744,4.338023e-04,4.176526e-09,0.027103
992,1.723036,305.3830,319.6978,4.337470e-04,4.176109e-09,0.027110
993,1.722703,305.3881,319.7212,4.336918e-04,4.175693e-09,0.027118
994,1.722371,305.3932,319.7446,4.336367e-04,4.175277e-09,0.027125
995,1.722039,305.3982,319.7680,4.335815e-04,4.174861e-09,0.027133
996,1.721707,305.4033,319.7914,4.335264e-04,4.174445e-09,0.027140
997,1.721376,305.4084,319.8148,4.334713e-04,4.174029e-09,0.027148
998,1.721044,305.4135,319.8381,4.334163e-04,4.173614e-09,0.027155
999,1.720713,305.4185,319.8615,4.333613e-04,4.173198e-09,0.027162
1000,1.720382,305.4236,319.8848,4.333063e-04,4.172783e-09,0.027170
1001,1.720052,305.4286,319.9081,4.332514e-04,4.172368e-09,0.027178
1002,1.719721,305.4336,319.9314,4.331965e-04,4.171954e-09,0.027185
1003,1.719391,305.4387,319.9547,4.331416e-04,4.171539e-09,0.027193
1004,1.719061,305.4437,319.9780,4.330867e-04,4.171125e-09,0.027200
1005,1.718732,305.4487,320.0013,4.330319e-04,4.170711e-09,0.027208
1006,1.718402,305.4537,320.0246,4.329771e-04,4.170297e-09,0.027215
1007,1.718073,305.4588,320.0478,4.329224e-04,4.169883e-09,0.027223
1008,1.717744,305.4638,320.0711,4.328677e-04,4.169469e-09,0.027230
1009,1.717415,305.4688,320.0943,4.328130e-04,4.169055e-09,0.027238
1010,1.717087,305.4738,320.1175,4.327584e-04,4.168642e-09,0.027245
1011,1.716758,305.4787,320.1408,4.327038e-04,4.168229e-09,0.027252
1012,1.716430,305.4837,320.1640,4.326492e-04,4.167816e-09,0.027260
1013,1.716103,305.4887,320.1871,4.325946e-04,4.167403e-09,0.027268
1014,1.715775,305.4937,320.2103,4.325401e-04,4.166991e-09,0.027275
1015,1.715448,305.4987,320.2335,4.324856e-04,4.166578e-09,0.027283
1016,1.715121,305.5036,320.2567,4.324312e-04,4.166166e-09,0.027290
1017,1.714794,305.5086,320.2798,4.323767e-04,4.165754e-09,0.027298
1018,1.714467,305.5135,320.3029,4.323224e-04,4.165342e-09,0.027305
1019,1.714141,305.5185,320.3261,4.322680e-04,4.164930e-09,0.027312
1020,1.713814,305.5234,320.3492,4.322137e-04,4.164519e-09,0.027320
1021,1.713488,305.5285,320.3723,4.321587e-04,4.164107e-09,0.027330
1022,1.713163,305.5338,320.3954,4.321038e-04,4.163696e-09,0.027340
1023,1.712837,305.5391,320.4185,4.320489e-04,4.163285e-09,0.027350
1024,1.712512,305.5444,320.4415,4.319940e-04,4.162874e-09,0.027361
1025,1.712187,305.5499,320.4646,4.319392e-04,4.162464e-09,0.027371
1026,1.711862,305.5553,320.4876,4.318844e-04,4.162053e-09,0.027381
1027,1.711538,305.5608,320.5107,4.318296e-04,4.161643e-09,0.027391
1028,1.711214,305.5664,320.5337,4.317749e-04,4.161233e-09,0.027401
1029,1.710890,305.5720,320.5567,4.317202e-04,4.160823e-09,0.027412
1030,1.710566,305.5776,320.5797,4.316655e-04,4.160414e-09,0.027422
1031,1.710242,305.5832,320.6027,4.316109e-04,4.160004e-09,0.027432
1032,1.709919,305.5889,320.6257,4.315563e-04,4.159595e-09,0.027442
1033,1.709596,305.5946,320.6487,4.315017e-04,4.159186e-09,0.027452
1034,1.709273,305.6004,320.6716,4.314471e-04,4.158777e-09,0.027462
1035,1.708950,305.6061,320.6946,4.313926e-04,4.158368e-09,0.027473
1036,1.708628,305.6119,320.7175,4.313382e-04,4.157959e-09,0.027483
1037,1.708306,305.6177,320.7404,4.312837e-04,4.157551e-09,0.027493
1038,1.707984,305.6235,320.7633,4.312293e-04,4.157142e-09,0.027503
1039,1.707662,305.6294,320.7862,4.311749e-04,4.156734e-09,0.027513
1040,1.707341,305.6352,320.8091,4.311206e-04,4.156326e-09,0.027523
1041,1.707019,305.6411,320.8320,4.310663e-04,4.155919e-09,0.027533
1042,1.706698,305.6470,320.8549,4.310120e-04,4.155511e-09,0.027544
1043,1.706377,305.6530,320.8778,4.309577e-04,4.155104e-09,0.027554
1044,1.706057,305.6589,320.9006,4.309035e-04,4.154696e-09,0.027564
1045,1.705736,305.6649,320.9234,4.308493e-04,4.154289e-09,0.027574
1046,1.705416,305.6708,320.9463,4.307951e-04,4.153882e-09,0.027584
1047,1.705096,305.6768,320.9691,4.307410e-04,4.153476e-09,0.027595
1048,1.704777,305.6829,320.9919,4.306869e-04,4.153069e-09,0.027605
1049,1.704457,305.6889,321.0147,4.306328e-04,4.152663e-09,0.027615
1050,1.704138,305.6949,321.0375,4.305788e-04,4.152257e-09,0.027625
1051,1.703819,305.7010,321.0603,4.305248e-04,4.151851e-09,0.027635
1052,1.703500,305.7071,321.0830,4.304708e-04,4.151445e-09,0.027645
1053,1.703182,305.7132,321.1058,4.304169e-04,4.151039e-09,0.027655
1054,1.702863,305.7193,321.1285,4.303630e-04,4.150634e-09,0.027666
1055,1.702545,305.7254,321.1513,4.303091e-04,4.150228e-09,0.027676
1056,1.702227,305.7316,321.1740,4.302552e-04,4.149823e-09,0.027686
1057,1.701909,305.7377,321.1967,4.302014e-04,4.149418e-09,0.027696
1058,1.701592,305.7439,321.2194,4.301476e-04,4.149013e-09,0.027706
1059,1.701275,305.7501,321.2421,4.300939e-04,4.148609e-09,0.027717
1060,1.700958,305.7562,321.2648,4.300402e-04,4.148204e-09,0.027727
1061,1.700641,305.7624,321.2875,4.299865e-04,4.147800e-09,0.027737
1062,1.700324,305.7687,321.3101,4.299328e-04,4.147396e-09,0.027747
1063,1.700008,305.7749,321.3328,4.298792e-04,4.146992e-09,0.027757
1064,1.699692,305.7811,321.3554,4.298255e-04,4.146588e-09,0.027767
1065,1.699376,305.7874,321.3780,4.297720e-04,4.146184e-09,0.027778
1066,1.699060,305.7937,321.4007,4.297184e-04,4.145781e-09,0.027788
1067,1.698744,305.8000,321.4233,4.296649e-04,4.145377e-09,0.027798
1068,1.698429,305.8062,321.4459,4.296114e-04,4.144974e-09,0.027808
